3863272,1
1907181,10
3220682,1
3708718,2
2657008,2
2734299,36
3675582,1
2751761,1
3048882,6
3710167,7
3580413,1
2194220,11
2772488,8
2063499,2
3892168,6
1802557,3
3645503,1
1587746,1
3203555,2
3866324,2
3082107,1
2252934,2
D194247,3
686626,2
3871380,5
2437014,1
3650275,3
2974971,1
3828139,4
1208260,1
3803754,3
3669098,16
944611,1
1938871,1
1955745,1
3815565,1
2194342,1
3645201,1
3720567,1
2398193,1
2500875,1
986395,1
3887960,1
1556365,1
3199871,2
2648329,1
3411270,1
4520143,8
1227439,4
D201496,2
2129505,2
2107766,3
D145607,1
2312985,1
2681298,2
3891261,7
2743010,3
2102079,1
1747560,1
943837,1
2718497,5
2463964,6
3527507,1
3027706,4
1869045,1
3508167,1
2539010,11
2642119,1
3186545,1
2745100,1
2175099,5
2674828,3
3667022,1
2007969,2
D211701,2
1849410,1
1516105,1
2848703,1
3792745,1
4416187,2
3730169,2
3606193,2
2095942,2
D81181,5
2492157,2
2482758,1
2478512,2
3329550,1
3648962,1
2685517,4
963520,2
3417479,1
2884724,4
3909310,2
3435737,1
4473432,2
2362100,1
3322585,1
663090,1
1942995,1
3777094,5
2785609,18
D234608,12
2290607,1
3447711,2
3161837,1
3489441,4
2211600,1
4483933,1
2845068,1
2192322,1
2212638,2
3292658,2
3689226,1
3623457,1
2956877,1
3365236,1
1354553,1
2928009,1
3810460,8
3690257,1
3835120,7
3237815,6
2941749,1
D159405,1
2621115,2
1989324,1
2718275,2
3620458,1
3458977,2
3629901,6
3304756,1
3748001,4
3008014,3
3018931,4
3877744,3
2070943,2
2252246,2
2352205,5
2964368,7
3799641,2
1514049,1
1476986,1
3667665,1
1892594,1
2233938,1
2659573,1
3400325,2
3490726,1
3070978,1
3297170,1
9606454,1
3188440,1
2657149,1
2091787,1
1983632,4
3535809,1
3530244,3
2317898,2
3705137,2
1463745,1
3441164,1
3603053,2
3787546,2
2680984,1
3764867,4
3891351,1
3665926,19
2350107,2
3665953,1
2614051,17
1031514,5
3574632,2
3608585,1
911260,9
2651545,4
2767951,4
3024690,1
3245121,2
3192542,1
3537273,6
3303306,2
2232668,1
2778833,1
3769981,11
3841741,2
3544110,1
2091867,1
3313054,1
3770414,3
3602577,2
2161249,1
3202756,1
3471369,1
3250049,2
3504457,2
3870261,2
4443815,2
2842276,3
3180641,2
1698307,1
2971538,1
2941956,2
3191735,1
3442820,1
1981377,4
2026138,1
3713836,3
1704817,15
792686,1
3610617,1
3249260,2
2171662,1
2371149,1
3490452,7
1630037,1
3289483,5
3836122,1
3800562,1
3288929,1
682960,1
2302646,1
3788687,1
2820350,2
3919520,10
3327416,1
2163586,1
2065659,44
3919656,6
D183744,1
3613497,5
3753341,27
3405107,1
3852865,2
1926399,4
4507203,1
3738866,1
3835901,1
3452310,5
1940855,6
1517119,5
3019953,8
3909512,27
2575764,6
2305143,1
3426721,7
3693976,9
2621859,3
3013009,2
2135218,2
1155844,2
3771603,1
2041689,7
3143026,1
4466932,1
D239729,1
2893734,3
2853281,10
3068777,1
1408387,2
2369687,1
3009284,1
2022954,1
2655147,2
3067701,3
2885209,1
3227668,1
1371856,27
3348103,1
2670731,3
1669482,4
1243232,2
3877773,2
3490156,2
2294166,1
3805255,4
3324785,1
3538968,1
3841127,2
1797847,8
3351960,2
3862512,2
3674116,1
3232064,1
3390537,5
1977681,1
1534536,1
2240626,1
1692012,1
3771626,1
4513743,29
3025869,1
D136014,1
2477558,1
2301868,1
4446122,14
1886578,3
676799,9
1675999,1
2038170,8
3533819,4
3675534,14
2276883,10
3493222,1
2486939,2
3797164,2
3559631,1
3658863,2
2111637,2
3063689,1
919844,1
1085234,2
2630813,1
3191196,1
2778643,12
2647796,1
1828678,3
1486875,1
3681936,5
2362670,4
3476466,12
1265046,1
3744273,2
1683335,1
D207108,1
3914501,2
2758827,1
D91497,1
2854595,3
D180146,1
2935361,1
3498809,2
3303533,2
3172477,1
D233297,3
2502411,2
3599434,1
883201,2
3787996,1
3849163,1
3749252,2
D130341,1
3072424,2
2169387,1
3857566,1
3772750,3
2432803,2
2659418,26
2714684,2
3845774,1
3780357,10
2616200,3
3517604,1
2550708,1
3673650,2
2603554,1
3729607,1
3475712,1
3358763,3
1710816,5
D225619,1
3225996,2
3691788,5
3650054,4
3328637,1
2115138,1
RE24906,60
3381694,6
3618994,1
3490720,1
2983286,2
4399505,1
2738514,6
2708033,1
1422402,1
3274154,4
3264663,2
3380536,1
3744245,1
2782821,1
3213095,1
3702114,8
3079101,1
1327641,1
3070690,1
3047059,1
3883902,3
2719568,9
3033418,1
3262383,2
1727668,1
2803757,1
3486505,166
2704348,2
3727423,1
3772594,1
3254124,3
3737180,1
3798394,11
3535832,5
2950753,3
3766751,1
4460887,1
2109056,1
3229959,1
3736326,2
3294309,2
2647595,3
2448423,5
1242269,2
3295899,1
3815676,1
3574367,1
1999458,13
2275703,1
2249867,3
3763102,1
2825950,1
D207116,5
3070221,1
2259866,3
3189086,1
3760968,2
1118197,2
3428220,1
3617394,1
2284787,1
3334852,2
3088454,1
1933072,1
2587212,9
2312987,1
1892945,1
2265940,2
3561458,6
3854536,2
3563525,7
1319726,1
1717908,1
3389533,18
3763680,1
3255304,1
2380415,1
2922416,1
2149240,2
3776306,1
3142091,2
3514625,3
3593968,1
2815182,7
3839836,1
3762902,1
2972167,1
3401842,6
2605545,2
4444825,1
2248247,1
3051875,1
2323464,4
3920208,2
3437738,4
3859786,4
3328969,5
3729235,2
3581987,1
3623768,1
2071240,1
3669133,6
1585289,2
2716455,1
1664302,2
847440,1
3751699,5
3209756,1
3252192,1
2590678,1
2787085,1
3626427,1
3504677,6
2097901,7
3217931,1
3184480,2
2606770,2
3650336,1
2764930,1
1862171,1
3845004,1
3747114,1
1501713,1
3252255,8
2020206,1
2534639,1
1106241,3
3860518,1
3113384,1
3746175,12
2650040,2
4395696,1
3463141,12
D193455,1
2029412,2
1109400,1
2900760,2
3743459,1
3163338,1
3214149,1
2456376,1
D144730,1
2505967,3
3909033,4
1750549,3
3676247,5
3847699,1
2839810,2
2331331,7
RE27690,2
2804887,1
2198908,3
619939,1
2731720,1
2548759,1
3639564,1
1066263,2
2799314,6
3879942,1
3363762,3
3445114,1
2228265,1
3673385,2
3862430,2
3859638,2
2412187,3
3579853,2
D211524,2
3100841,1
3565968,4
2893518,1
3024048,3
2356098,1
1183644,1
2999689,3
1655887,1
3678228,1
2870311,3
3658231,1
2823833,2
4451923,11
1455379,6
3632786,2
3458039,1
3586645,1
3813054,1
1859643,1
1819717,2
1714388,3
4513811,1
1672766,1
4482768,1
2085610,2
3136100,2
3104274,28
3903714,2
2551669,1
3485098,1
2566600,4
3156794,1
992447,1
2710733,3
3884236,5
2418300,1
3510631,1
3518174,2
3109005,2
2423411,2
1820350,5
885412,1
3386925,1
3873283,1
3309251,1
2990232,1
3096805,1
3540956,1
2567779,1
3390965,1
4390975,3
3180441,1
665455,1
2630257,1
3036408,3
3374483,1
3471698,1
H1182,2
3357116,2
3159859,7
1448652,1
3498722,1
757854,1
2086701,10
3079820,1
3149606,3
1834558,1
2439467,1
3281029,1
700435,1
1991770,2
3360876,1
3823365,1
1249038,1
1856759,1
2977980,1
3806727,4
1377633,1
1419600,1
3234964,1
2788072,1
3516403,6
3124367,5
D214906,1
3002664,1
2637063,1
1720097,1
2152458,18
1202705,1
3627342,5
3288350,1
1537312,1
3727778,1
3812094,3
3919684,1
3839309,4
3342378,1
2401534,2
